Matrix ID,Test ID,Config,Commit,IOType|Jobs|FSize|BS|IOD|NrFiles,Read BW (MB/s),Write BW (MB/s),Read Min (ms),Read Max (ms),Read Avg (ms),Read StdDev (ms),Read P50 (ms),Read P90 (ms),Read P99 (ms),Avg CPU (%),Peak CPU (%),Avg Mem (MB),Peak Mem (MB),Avg PgCache (GB),Peak PgCache (GB),Avg Sys CPU (%),Peak Sys CPU (%),Avg Net RX (MB/s),Peak Net RX (MB/s),Avg Net TX (MB/s),Peak Net TX (MB/s),Iter
21,3,simplereader_8mb_128_96,go_new_mrd,read|4|1g|1m|1|20,6278.04,-,0.41,70.68,0.81,0.54,0.72,1.10,1.85,3.80,5.17,338.69,413.40,61.56,100.82,6.87,16.95,5375.96,7176.55,7.38,9.76,3
22,4,simplereader_8mb_128_96,go_new_mrd,read|8|1g|1m|1|20,11182.44,-,0.38,213.25,0.88,1.01,0.75,1.23,2.51,8.31,11.98,457.15,576.97,103.09,187.14,12.41,20.87,9931.34,13991.37,14.35,20.49,3
23,5,simplereader_8mb_128_96,go_new_mrd,read|16|1g|1m|1|20,13012.74,-,0.38,240.38,1.00,1.14,0.85,1.49,3.42,11.06,16.83,524.99,631.50,174.29,342.89,15.77,22.09,12480.00,17159.73,17.92,25.53,3
24,6,simplereader_8mb_128_96,go_new_mrd,read|32|1g|1m|1|20,14360.33,-,0.39,424.21,1.15,1.46,0.95,1.83,3.86,13.49,19.34,619.51,730.64,346.67,660.57,21.11,29.38,14427.65,19169.10,20.88,28.38,3
25,7,simplereader_8mb_128_96,go_new_mrd,read|48|1g|1m|1|20,14921.30,-,0.42,2295.58,1.35,3.22,1.04,2.50,4.19,15.08,20.30,699.99,819.37,444.93,688.60,30.19,38.28,15217.49,18562.05,21.56,26.85,3
26,8,simplereader_8mb_128_96,go_new_mrd,read|64|1g|1m|1|20,14921.41,-,0.41,3731.08,1.51,5.80,1.13,2.99,4.55,15.11,21.21,754.94,929.25,494.48,688.81,35.43,46.39,15313.24,18798.90,21.54,26.97,3
27,9,simplereader_8mb_128_96,go_new_mrd,read|96|1g|1m|1|20,14424.03,-,0.44,24171.93,1.86,23.65,1.42,3.45,5.09,16.25,23.49,815.70,1032.26,541.00,688.79,51.13,62.17,14956.56,18391.78,20.24,25.31,3
28,1,simplereader_12mb_128_96,go_new_mrd,read|1|1g|1m|1|20,1853.46,-,0.43,25.66,0.73,0.45,0.63,0.96,2.56,0.93,1.31,248.64,287.57,17.34,28.67,3.18,13.46,1498.77,2061.12,2.24,3.04,3
29,2,simplereader_12mb_128_96,go_new_mrd,read|2|1g|1m|1|20,3598.89,-,0.41,37.67,0.77,0.54,0.67,1.02,2.91,1.99,2.80,295.04,353.60,26.98,48.67,4.39,14.22,2975.78,4004.35,4.14,5.72,3
30,3,simplereader_12mb_128_96,go_new_mrd,read|4|1g|1m|1|20,7025.47,-,0.40,123.39,0.82,0.85,0.68,1.10,3.18,4.39,6.13,367.89,466.69,46.48,88.67,7.50,16.48,5934.73,7972.33,8.23,11.14,3
31,4,simplereader_12mb_128_96,go_new_mrd,read|8|1g|1m|1|20,10684.36,-,0.40,224.48,0.96,1.09,0.80,1.36,3.56,8.35,12.51,462.09,569.00,81.01,167.72,12.58,16.98,9497.74,14045.70,13.61,20.72,3
32,5,simplereader_12mb_128_96,go_new_mrd,read|16|1g|1m|1|20,13323.97,-,0.39,225.81,0.96,0.98,0.79,1.37,3.51,11.24,15.82,535.57,627.17,160.81,328.55,16.29,20.74,12550.20,16578.27,18.21,24.63,3
33,6,simplereader_12mb_128_96,go_new_mrd,read|32|1g|1m|1|20,13613.27,-,0.39,537.85,1.22,1.62,0.98,2.01,4.03,12.96,19.63,611.17,731.92,303.13,647.00,21.73,30.10,13651.30,17550.47,19.54,25.52,3
34,7,simplereader_12mb_128_96,go_new_mrd,read|48|1g|1m|1|20,14268.75,-,0.42,997.99,1.36,1.99,1.04,2.47,4.30,13.99,19.15,701.61,834.76,425.58,693.60,29.30,38.14,14517.17,17915.75,20.45,25.76,3
35,8,simplereader_12mb_128_96,go_new_mrd,read|64|1g|1m|1|20,14500.77,-,0.42,7929.28,1.48,8.63,1.09,3.01,4.53,14.54,20.47,757.12,920.35,486.30,693.57,36.36,46.37,14846.22,18186.83,20.93,26.12,3
36,9,simplereader_12mb_128_96,go_new_mrd,read|96|1g|1m|1|20,14205.98,-,0.46,45506.08,1.85,38.65,1.38,3.53,5.09,15.80,23.98,816.15,1027.21,549.14,695.97,51.52,61.64,14698.49,18429.45,19.88,25.61,3
37,1,simplereader_16mb_128_96,go_new_mrd,read|1|1g|1m|1|20,1870.99,-,0.39,19.64,0.66,0.45,0.57,0.85,3.00,0.92,1.31,249.25,294.84,19.55,28.90,3.21,13.65,1495.59,2146.43,2.21,3.12,3
38,2,simplereader_16mb_128_96,go_new_mrd,read|2|1g|1m|1|20,3571.30,-,0.39,32.41,0.70,0.49,0.62,0.89,3.09,1.86,2.68,305.49,379.22,30.43,51.34,4.29,16.08,2969.76,3994.77,4.14,5.81,3
39,3,simplereader_16mb_128_96,go_new_mrd,read|4|1g|1m|1|20,6858.26,-,0.38,31.69,0.77,0.55,0.65,1.02,3.28,4.32,6.05,398.52,500.04,48.11,91.34,7.30,15.63,5822.49,7958.66,7.92,11.22,3
40,4,simplereader_16mb_128_96,go_new_mrd,read|8|1g|1m|1|20,10238.75,-,0.41,43.53,0.81,0.62,0.68,1.05,3.59,7.44,10.81,463.34,567.21,84.23,171.18,11.31,16.19,9117.65,12207.89,13.17,18.08,3
41,5,simplereader_16mb_128_96,go_new_mrd,read|16|1g|1m|1|20,12445.56,-,0.39,338.88,1.01,1.33,0.81,1.52,3.62,10.19,14.42,550.87,642.07,169.72,330.73,15.25,20.76,11866.50,15634.78,17.47,23.13,3
42,6,simplereader_16mb_128_96,go_new_mrd,read|32|1g|1m|1|20,13445.54,-,0.40,379.71,1.20,1.57,0.95,1.98,4.11,12.54,18.21,629.14,761.45,311.00,649.79,22.45,29.61,13410.59,17032.95,19.21,24.46,3
43,7,simplereader_16mb_128_96,go_new_mrd,read|48|1g|1m|1|20,13601.30,-,0.38,461.30,1.26,1.56,0.96,2.25,4.32,13.25,19.58,698.82,829.83,430.83,693.73,28.23,37.46,13842.61,17876.57,19.54,25.59,3
44,8,simplereader_16mb_128_96,go_new_mrd,read|64|1g|1m|1|20,14138.00,-,0.40,16282.18,1.45,14.94,1.10,2.67,4.38,14.88,22.73,757.17,922.69,495.22,693.37,36.63,47.03,14490.07,18375.45,19.90,25.34,3
45,9,simplereader_16mb_128_96,go_new_mrd,read|96|1g|1m|1|20,13681.34,-,0.46,33654.85,1.85,40.20,1.33,3.46,5.05,15.16,28.02,824.75,1017.15,549.66,693.64,51.14,60.99,14129.83,18438.01,19.31,25.81,3
46,1,simplereader_8mb_184_138,go_new_mrd,read|1|1g|1m|1|20,1572.07,-,0.40,15.77,0.72,0.35,0.65,0.96,1.43,0.85,1.18,236.88,264.64,19.67,29.14,2.88,14.28,1309.27,1806.70,1.89,2.61,3
47,2,simplereader_8mb_184_138,go_new_mrd,read|2|1g|1m|1|20,3068.17,-,0.41,27.82,0.76,0.46,0.68,1.03,1.73,1.62,2.37,274.90,323.25,28.56,50.86,3.90,15.34,2588.59,3530.21,3.59,4.75,3
48,3,simplereader_8mb_184_138,go_new_mrd,read|4|1g|1m|1|20,5858.26,-,0.40,92.70,0.80,0.57,0.71,1.10,1.87,3.71,5.06,345.99,418.09,48.20,90.96,6.38,14.24,5134.37,6929.58,7.13,9.55,3
49,4,simplereader_8mb_184_138,go_new_mrd,read|8|1g|1m|1|20,10855.92,-,0.39,137.90,0.86,0.77,0.75,1.19,2.50,8.00,11.50,479.55,592.48,88.56,171.24,11.96,20.30,9610.55,13416.37,13.96,20.07,3
50,5,simplereader_8mb_184_138,go_new_mrd,read|16|1g|1m|1|20,15230.88,-,0.42,439.14,1.15,2.07,0.92,1.74,3.96,16.90,38.47,641.86,807.73,166.85,331.33,22.34,44.49,14261.68,20174.79,20.21,28.84,3
51,6,simplereader_8mb_184_138,go_new_mrd,read|32|1g|1m|1|20,16612.51,-,0.41,2191.13,1.28,3.48,1.01,2.15,4.21,21.45,60.44,725.78,862.66,324.23,651.13,28.01,69.38,16312.68,22075.09,22.43,30.77,3
52,7,simplereader_8mb_184_138,go_new_mrd,read|48|1g|1m|1|20,17376.15,-,0.42,2015.30,1.41,3.36,1.11,2.38,4.43,22.18,58.83,799.61,926.18,434.59,693.42,33.67,71.57,17457.20,22380.32,24.31,30.48,3
53,8,simplereader_8mb_184_138,go_new_mrd,read|64|1g|1m|1|20,16269.70,-,0.42,1170.15,1.43,2.08,1.11,2.47,4.49,17.80,43.56,856.58,1041.52,488.11,693.39,32.20,62.83,16652.90,21563.25,23.57,30.61,3
54,9,simplereader_8mb_184_138,go_new_mrd,read|96|1g|1m|1|20,16661.07,-,0.43,3936.72,1.79,4.58,1.37,3.33,5.19,22.55,36.21,976.27,1227.02,542.02,693.58,52.96,72.38,17383.30,20531.78,23.77,28.41,3
55,1,simplereader_12mb_184_138,go_new_mrd,read|1|1g|1m|1|20,1752.96,-,0.41,15.01,0.70,0.40,0.62,0.90,3.03,0.93,1.40,253.13,285.33,18.59,29.07,2.99,13.73,1456.46,2085.08,2.08,2.93,3
56,2,simplereader_12mb_184_138,go_new_mrd,read|2|1g|1m|1|20,3682.63,-,0.39,22.47,0.73,0.45,0.64,0.95,2.41,1.85,2.79,289.19,361.54,25.45,43.65,4.63,15.19,2962.31,4002.31,4.10,5.62,3
57,3,simplereader_12mb_184_138,go_new_mrd,read|4|1g|1m|1|20,6710.48,-,0.39,113.28,0.78,0.79,0.66,1.05,3.06,4.20,5.92,372.48,480.07,45.29,87.68,7.38,16.50,5725.59,7578.40,7.83,10.61,3
58,4,simplereader_12mb_184_138,go_new_mrd,read|8|1g|1m|1|20,13057.22,-,0.39,135.79,0.83,0.84,0.69,1.11,3.34,9.92,13.90,514.89,650.91,80.40,165.22,14.72,22.12,11310.85,15178.18,16.58,22.25,3
59,5,simplereader_12mb_184_138,go_new_mrd,read|16|1g|1m|1|20,14817.36,-,0.40,313.05,1.03,1.32,0.83,1.55,3.71,13.95,21.88,635.62,780.40,165.18,328.92,19.31,27.95,14020.03,19601.55,20.20,28.77,3
60,6,simplereader_12mb_184_138,go_new_mrd,read|32|1g|1m|1|20,15941.16,-,0.39,1359.06,1.19,2.66,0.95,1.99,3.99,18.01,40.89,704.50,849.49,311.29,647.20,26.13,51.65,15925.02,21687.19,22.35,31.37,3
61,7,simplereader_12mb_184_138,go_new_mrd,read|48|1g|1m|1|20,14793.35,-,0.40,777.97,1.30,1.77,1.02,2.25,4.36,15.80,46.76,771.07,919.53,416.46,693.41,26.21,62.53,15001.15,20697.12,20.94,29.41,3
62,8,simplereader_12mb_184_138,go_new_mrd,read|64|1g|1m|1|20,16092.56,-,0.39,2108.95,1.42,3.02,1.09,2.57,4.47,18.60,39.14,877.27,1046.58,480.78,693.52,37.90,63.22,16528.06,20560.04,23.27,29.44,3
63,9,simplereader_12mb_184_138,go_new_mrd,read|96|1g|1m|1|20,15834.39,-,0.42,6177.21,1.72,5.59,1.30,3.22,4.98,20.40,31.49,957.95,1203.27,524.67,693.65,52.26,70.53,16482.88,20322.14,22.02,27.32,3
64,1,simplereader_16mb_184_138,go_new_mrd,read|1|1g|1m|1|20,1909.19,-,0.42,14.06,0.70,0.43,0.60,0.90,3.10,1.02,1.43,263.60,302.55,17.92,27.71,3.40,14.33,1538.07,2192.26,2.20,3.17,3
65,2,simplereader_16mb_184_138,go_new_mrd,read|2|1g|1m|1|20,3969.01,-,0.39,23.95,0.72,0.50,0.62,0.93,3.26,2.06,3.05,299.01,365.73,26.76,47.45,4.81,15.60,3187.85,4440.80,4.42,6.06,3
66,3,simplereader_16mb_184_138,go_new_mrd,read|4|1g|1m|1|20,7237.07,-,0.38,83.55,0.80,0.75,0.68,1.05,3.44,4.54,6.52,400.05,549.69,44.09,88.94,8.02,18.45,6019.10,8341.04,8.35,11.69,3
67,4,simplereader_16mb_184_138,go_new_mrd,read|8|1g|1m|1|20,11767.31,-,0.36,182.67,0.84,1.02,0.69,1.13,3.45,9.43,14.40,521.35,688.68,78.05,169.19,13.88,18.33,10335.39,15097.58,14.88,21.79,3
68,5,simplereader_16mb_184_138,go_new_mrd,read|16|1g|1m|1|20,15241.55,-,0.37,270.56,0.96,1.16,0.77,1.37,3.62,13.97,20.61,620.28,820.99,161.86,330.43,19.27,26.19,14104.01,18821.71,20.52,28.18,3
69,6,simplereader_16mb_184_138,go_new_mrd,read|32|1g|1m|1|20,14857.66,-,0.38,407.26,1.10,1.30,0.88,1.74,3.86,15.78,30.41,720.68,833.82,323.05,648.91,24.39,42.92,14811.02,20730.62,20.73,29.86,3
70,7,simplereader_16mb_184_138,go_new_mrd,read|48|1g|1m|1|20,16315.54,-,0.39,5953.84,1.28,6.78,1.00,2.23,4.19,18.03,34.97,822.39,959.60,435.04,695.00,32.81,52.26,16563.43,20851.30,23.36,29.83,3
71,8,simplereader_16mb_184_138,go_new_mrd,read|64|1g|1m|1|20,15650.33,-,0.40,772.26,1.33,1.74,1.01,2.43,4.45,16.45,22.58,864.95,1034.40,486.19,694.16,35.49,51.71,16005.58,20002.21,22.67,28.20,3
72,9,simplereader_16mb_184_138,go_new_mrd,read|96|1g|1m|1|20,15143.41,-,0.44,16940.61,1.67,15.02,1.26,3.14,4.94,18.70,28.85,968.01,1179.19,547.24,693.83,52.66,72.53,15742.76,19197.15,21.61,26.73,3
73,1,simplereader_8mb_276_207,go_new_mrd,read|1|1g|1m|1|20,1568.90,-,0.40,14.99,0.69,0.34,0.62,0.92,1.18,0.84,1.14,253.79,275.59,18.32,29.44,2.87,14.05,1307.97,1915.15,1.87,2.64,3
74,2,simplereader_8mb_276_207,go_new_mrd,read|2|1g|1m|1|20,3092.23,-,0.41,41.61,0.78,0.49,0.70,1.03,1.73,1.63,2.28,279.11,318.96,28.13,49.44,3.74,15.28,2612.74,3414.94,3.64,4.89,3
75,3,simplereader_8mb_276_207,go_new_mrd,read|4|1g|1m|1|20,6182.92,-,0.41,78.71,0.81,0.58,0.71,1.06,1.97,3.73,5.08,347.80,407.54,46.90,89.44,6.58,17.43,5253.95,6817.45,7.25,9.37,3
76,4,simplereader_8mb_276_207,go_new_mrd,read|8|1g|1m|1|20,10792.34,-,0.39,217.00,0.88,1.13,0.76,1.24,2.69,7.93,11.38,472.61,598.78,78.11,167.86,12.08,16.30,9604.63,13399.84,13.88,19.66,3
77,5,simplereader_8mb_276_207,go_new_mrd,read|16|1g|1m|1|20,15187.50,-,0.40,1096.37,1.17,3.09,0.95,1.78,3.94,20.55,52.79,767.01,955.85,167.27,327.12,26.19,58.67,14550.61,21375.96,20.67,30.75,3
78,6,simplereader_8mb_276_207,go_new_mrd,read|32|1g|1m|1|20,15479.43,-,0.39,3421.64,1.31,8.28,0.97,2.14,4.26,25.36,80.84,859.83,1024.02,331.90,648.06,30.50,87.53,15369.78,23128.06,21.64,33.52,3
79,7,simplereader_8mb_276_207,go_new_mrd,read|48|1g|1m|1|20,15479.35,-,0.41,4845.26,1.36,8.90,1.02,2.30,4.41,24.16,80.15,925.83,1042.23,450.33,692.64,30.24,86.76,15751.54,23282.34,21.96,33.12,3
80,8,simplereader_8mb_276_207,go_new_mrd,read|64|1g|1m|1|20,16393.16,-,0.40,3676.17,1.60,9.65,1.15,2.70,5.02,33.14,79.10,950.44,1141.25,472.83,693.42,41.06,86.16,16922.20,23577.98,23.21,33.33,3
81,9,simplereader_8mb_276_207,go_new_mrd,read|96|1g|1m|1|20,17808.29,-,0.41,9955.60,1.97,12.39,1.41,3.51,5.92,36.78,72.28,1165.59,1427.35,556.67,693.54,57.19,85.16,18701.93,22523.08,25.80,30.40,3
82,1,simplereader_12mb_276_207,go_new_mrd,read|1|1g|1m|1|20,1841.08,-,0.41,23.25,0.70,0.44,0.61,0.92,1.69,0.92,1.33,249.98,288.46,16.38,27.26,3.08,13.25,1483.75,2118.43,2.10,2.96,3
83,2,simplereader_12mb_276_207,go_new_mrd,read|2|1g|1m|1|20,3449.76,-,0.39,22.78,0.71,0.45,0.63,0.93,3.02,1.94,2.64,294.95,361.13,26.83,47.95,4.34,14.77,2921.14,3945.50,4.00,5.48,3
84,3,simplereader_12mb_276_207,go_new_mrd,read|4|1g|1m|1|20,6791.70,-,0.40,39.71,0.82,0.60,0.69,1.10,3.24,4.24,5.99,381.02,497.30,44.08,87.39,7.43,15.96,5818.89,7854.13,8.15,11.28,3
85,4,simplereader_12mb_276_207,go_new_mrd,read|8|1g|1m|1|20,11625.09,-,0.41,150.59,0.92,1.15,0.75,1.29,3.46,9.33,13.47,508.54,688.70,77.26,165.28,13.80,18.39,10270.41,15048.42,14.75,21.76,3
86,5,simplereader_12mb_276_207,go_new_mrd,read|16|1g|1m|1|20,14267.32,-,0.38,1485.76,1.18,4.13,0.92,1.83,4.04,23.49,64.53,764.88,1001.71,160.80,327.58,28.44,70.67,13359.66,21540.63,18.79,29.75,3
87,6,simplereader_12mb_276_207,go_new_mrd,read|32|1g|1m|1|20,16678.08,-,0.40,2701.92,1.27,6.90,0.96,2.09,4.19,26.68,81.19,867.69,1037.51,320.17,646.80,33.03,87.39,16615.36,22734.00,22.92,32.13,3
88,7,simplereader_12mb_276_207,go_new_mrd,read|48|1g|1m|1|20,15582.85,-,0.40,3753.46,1.36,7.67,1.01,2.33,4.47,25.13,76.34,920.19,1061.73,440.37,693.94,32.24,86.44,15885.29,24065.65,21.74,33.08,3
89,8,simplereader_12mb_276_207,go_new_mrd,read|64|1g|1m|1|20,16915.15,-,0.41,2046.00,1.44,4.76,1.07,2.60,4.73,25.13,76.29,975.79,1157.55,491.99,693.81,36.36,87.23,17373.26,21212.64,25.01,30.46,3
90,9,simplereader_12mb_276_207,go_new_mrd,read|96|1g|1m|1|20,16771.03,-,0.41,14625.82,1.71,15.18,1.23,3.17,5.26,26.86,76.06,1149.85,1426.09,543.18,693.52,49.53,86.87,17514.69,21862.28,23.86,29.88,3
91,1,simplereader_16mb_184_207,go_new_mrd,read|1|1g|1m|1|20,1946.27,-,0.41,26.05,0.75,0.51,0.64,0.97,3.15,1.00,1.45,254.32,300.12,15.42,25.66,3.17,12.72,1552.64,2204.14,2.22,3.04,3
92,2,simplereader_16mb_184_207,go_new_mrd,read|2|1g|1m|1|20,3943.01,-,0.40,37.20,0.72,0.56,0.61,0.92,3.23,2.01,2.96,298.04,387.94,26.04,46.14,4.89,16.41,3175.55,4455.90,4.43,6.18,3
93,3,simplereader_16mb_184_207,go_new_mrd,read|4|1g|1m|1|20,7418.16,-,0.38,48.24,0.75,0.56,0.64,0.99,3.22,4.61,6.66,391.48,508.08,41.50,81.56,8.15,16.67,6114.52,8589.23,8.49,11.78,3
94,4,simplereader_16mb_184_207,go_new_mrd,read|8|1g|1m|1|20,13037.20,-,0.38,700.30,0.85,2.08,0.70,1.13,3.42,10.50,16.03,601.41,805.51,83.10,168.95,15.31,21.43,11170.56,16483.99,16.09,23.67,3
95,5,simplereader_16mb_184_207,go_new_mrd,read|16|1g|1m|1|20,13942.53,-,0.40,2235.72,1.16,6.16,0.91,1.77,3.87,22.06,63.04,814.63,1010.27,177.12,328.93,27.14,68.59,13111.24,20849.65,18.44,30.29,3
96,6,simplereader_16mb_184_207,go_new_mrd,read|32|1g|1m|1|20,16286.49,-,0.40,2489.87,1.26,7.34,0.95,2.08,4.17,26.10,80.75,875.17,1059.16,328.17,648.93,32.77,88.54,16336.34,22878.40,22.40,31.33,3
97,7,simplereader_16mb_184_207,go_new_mrd,read|48|1g|1m|1|20,16474.57,-,0.39,4232.52,1.40,7.38,1.02,2.55,4.94,24.30,76.41,934.53,1075.35,437.71,693.14,33.50,85.49,16683.17,22736.06,22.63,30.50,3
98,8,simplereader_16mb_184_207,go_new_mrd,read|64|1g|1m|1|20,16348.08,-,0.41,3422.70,1.42,4.14,1.06,2.58,4.68,21.17,52.85,979.15,1167.02,479.00,693.36,35.40,71.11,16656.87,21432.74,23.08,30.75,3
99,9,simplereader_16mb_184_207,go_new_mrd,read|96|1g|1m|1|20,16104.69,-,0.41,10407.77,1.68,8.66,1.22,3.24,5.24,22.75,41.83,1143.18,1429.41,532.89,693.17,50.47,76.48,16780.98,20954.13,22.79,28.58,3
